URL,Title,Author,Number of Ratings,Number of Reviews,Average Ratings,Number of Pages,Published Year,Series,Genres,Awards,Places
"https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows""","Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,2959601,68457.0,4.6,759.0,2007,1.0,"['Fantasy', 'Young Adult', 'Fiction']","['Locus Award Nominee for Best Young Adult Novel (2008)', 'Odyssey Award Nominee (2008)', 'Audie Award (2008)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2008)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Puddly Award for Fiction (2008)', 'Andre Norton Award (2007)', 'Carnegie Medal Nominee (2008)']","[['London, England', '(United Kingdom)'], ['Hogwarts School of Witchcraft and Wizardry', '(United Kingdom)'], ['Pagford', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/2767052-the-hunger-games""","The Hunger Games (The Hunger Games, #1)",Suzanne Collins,6685627,175504.0,4.3,374.0,2008,1.0,"['Young Adult', 'Fiction', 'Dystopia']","['Locus Award Nominee for Best Young Adult Book (2009)', 'Georgia Peach Book Award (2009)', 'Buxtehuder Bulle (2009)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2009)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010)"", ""Red House Children's Book Award for Older Readers & Overall (2010)"", 'South Carolina Book Award for Junior and Young Adult Book (2011)', 'Charlotte Award (2010)', 'Colorado Blue Spruce Young Adult Book Award (2010)', 'Teen Buckeye Book Award (2009)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2010)"", 'Rhode Island Teen Book Award (2010)', ""Dorothy Canfield Fisher Children's Book Award (2010)"", 'Evergreen Teen Book Award (2011)', 'Soaring Eagle Book Award (2009)', 'Milwaukee County Teen Book Award Nominee (2010)', 'Sakura Medal for Middle School Book (2010)', 'Michigan Library Association Thumbs Up! Award (2009)', 'Florida Teens Read (2009)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010)', 'Iowa High School Book Award (2011)', 'New Mexico Land of Enchantment Award for Young Adult (2011)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'The Inky Awards for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2011)', 'Lincoln Award (2011)', 'Kinderboekwinkelprijs (2010)', 'Missouri Truman Readers Award (2011)', 'CYBILS Award for Young Adult Fantasy & Science Fiction (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Prix Et-lisez-moi (2011)', 'Missouri Gateway Readers Award (2011)', 'Oklahoma Sequoyah Award for High School and Intermediate (2011)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009)', ""Rebecca Caudill Young Readers' Book Award (2011)"", 'LovelyBooks Leserpreis for Fantasy (2009)', 'LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009)', 'Premi Protagonista Jove for Categoria 13-14 anys (2010)']","[['District 12, Panem', 'Capitol, Panem', 'Panem', '(United States)']]"
"https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince""","Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,2575456,42018.0,4.5,652.0,2006,1.0,"['Fantasy', 'Young Adult', 'Fiction']","['Locus Award Nominee for Best Young Adult Novel (2006)', 'Audie Award for Audiobook of the Year (2006)', 'British Book of the Year (2006)']","[['Hogwarts School of Witchcraft and Wizardry', '(United Kingdom)'], ['England']]"
"https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire""","Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,2750013,49585.0,4.5,734.0,2002,1.0,"['Fantasy', 'Young Adult', 'Fiction']","['Hugo Award for Best Novel (2001)', ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Publieksprijs voor het Nederlandse Boek (2001)', 'Audie Award for Solo Narration - Male (2001)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2001)"", 'Golden Archer Award for Middle/Junior High (2002)', 'Indian Paintbrush Book Award (2002)', 'Deutscher Bücherpreis for Publikumspreis', 'Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2001)']","[['Hogwarts School of Witchcraft and Wizardry,\n1994', '(United Kingdom)'], ['Scotland', 'United Kingdom']]"
"https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix""","Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,2653494,45376.0,4.5,870.0,2004,1.0,"['Fantasy', 'Young Adult', 'Fiction']","['Bram Stoker Award for Works for Young Readers (2003)', 'Anthony Award for Young Adult (2004)', ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Audie Award for Audiobook of the Year (2004)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2004)', 'Colorado Blue Spruce Young Adult Book Award (2006)', 'Golden Archer Award for Middle/Junior High (2005)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2004)', 'Carnegie Medal Nominee (2003)']","[['Hogwarts School of Witchcraft and Wizardry', '(United Kingdom)'], ['London, England', '(United Kingdom)']]"
"https://www.goodreads.com/book/show/19063.The_Book_Thief""",The Book Thief,Markus Zusak,1942016,116810.0,4.3,552.0,2006,0.0,"['Historical Fiction', 'Fiction', 'Young Adult']","['National Jewish Book Award for Children’s and Young Adult Literature (2006)', ""Book Sense Book of the Year Award for Children's Literature (2007)"", 'Buxtehuder Bulle (2008)', 'Sydney Taylor Book Award for Teen Readers (2007)', 'Prijs van de Kinder- en Jeugdjury Vlaanderen (2009)', 'Michael L. Printz Award Nominee (2007)', 'Exclusive Books Boeke Prize (2007)', 'Rhode Island Teen Book Award Nominee (2008)', 'The Quill Award Nominee for Young Adult/Teen (2006)', 'Zilveren Zoen (2008)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2009)', 'Association of Jewish Libraries for Teen Book Award (2006)', 'Lincoln Award Nominee (2010)', 'Australian Book Industry Award (ABIA) Nominee for Literary Fiction (2008)', 'Kathleen Mitchell Award', 'Ena Noel Award (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2009)', 'LovelyBooks Leserpreis for Allgemeine Literatur (2009)', 'Margaret A. Edwards Award (2014)']","[['Molching,\n1939', '(Germany)'], ['Germany']]"
"https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife""",The Time Traveler's Wife,Audrey Niffenegger,1619686,47979.0,3.9,500.0,2013,0.0,"['Fiction', 'Romance', 'Fantasy']","['Arthur C. Clarke Award Nominee (2005)', 'Orange Prize Nominee for Fiction Longlist (2004)', 'British Book Award (2006)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2005)', 'Exclusive Books Boeke Prize (2005)', 'ALA Alex Award (2004)']","[['Chicago, Illinois', '(United States)'], ['Illinois', '(United States)']]"
"https://www.goodreads.com/book/show/77203.The_Kite_Runner""",The Kite Runner,Khaled Hosseini,,,4.3,,,,,[],
"https://www.goodreads.com/book/show/4667024-the-help""",The Help,Kathryn Stockett,2265791,85535.0,4.4,464.0,2009,0.0,"['Fiction', 'Historical Fiction', 'Historical']","['Orange Prize Nominee for Fiction Longlist (2010)', 'Audie Award for Fiction (2010)', 'Exclusive Books Boeke Prize (2009)', 'SIBA Book Award for Fiction (2010)', 'Indies Choice Book Award for Adult Debut (2010)', 'Puddly Award for Fiction (2011)', 'Lincoln Award Nominee (2013)', 'Grand Prix des lectrices de Elle for roman (2011)', 'Goodreads Choice Award for Fiction (2009) and Nominee for Best of the Best  (2018)', 'Townsend Prize for Fiction (2010)']","[['Jackson, Mississippi,\n1962', '(United States)'], ['Jackson, Mississippi', '(United States)'], ['Mississippi', '(United States)']]"
"https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns""",A Thousand Splendid Suns,Khaled Hosseini,1208211,56661.0,4.3,372.0,2007,0.0,"['Fiction', 'Historical Fiction', 'Contemporary']","['British Book Award for Best Read of the Year (2008)', 'Book Sense Book of the Year Award for Adult Fiction (2008)', 'California Book Award for Fiction (Silver) (2007)', 'Exclusive Books Boeke Prize Nominee (2007)', 'Lincoln Award Nominee (2011)']","[['Afghanistan', 'Kabul', '(Afghanistan)'], ['Herat', '(Afghanistan)']]"
"https://www.goodreads.com/book/show/6148028-catching-fire""","Catching Fire (The Hunger Games, #2)",Suzanne Collins,2662574,98741.0,4.2,391.0,2009,1.0,"['Young Adult', 'Dystopia', 'Fiction']","['Locus Award Nominee for Best Young Adult Book (2010)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2010)', 'Soaring Eagle Book Award (2011)', ""Children's Choice Book Award for Teen Choice Book of the Year (2010)"", 'Indies Choice Book Award for Young Adult (2010)', 'Teen Read Award Nominee for Best Read (2010)', 'DABWAHA Romance Tournament for Best Young Adult (2010)', 'Goodreads Choice Award for Favorite Book and Young Adult Series (2009) and Nominee for Best of the Best  (2018)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']","[['District 12, Panem', 'Capitol, Panem', 'Panem', '(United States)']]"
"https://www.goodreads.com/book/show/41865.Twilight""","Twilight (Twilight, #1)",Stephenie Meyer,5206371,107238.0,3.6,501.0,2006,1.0,"['Young Adult', 'Fantasy', 'Romance']","['Georgia Peach Book Award (2007)', 'Buxtehuder Bulle (2006)', 'Kentucky Bluegrass Award for 9-12 (2007)', 'Prijs van de Kinder- en Jeugdjury Vlaanderen (2008)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2009)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2008)"", 'Garden State Book Award for Fiction (Grades 9-12) (2008)', 'South Carolina Book Award for Young Adult Book Award (2008)', 'Grand Canyon Reader Award for Teen Book (2008)', 'Maryland Black-Eyed Susan Book Award for High School (2008)', 'Golden Sower Award for Young Adult (2009)', ""Nevada Young Readers' Award for Young Adult Category  (2007)"", ""The Flume: New Hampshire Teen Reader's Choice Award (2007)"", ""Pennsylvania Young Readers' Choice Award for Young Adult (2009)"", 'Rhode Island Teen Book Award (2007)', 'Evergreen Teen Book Award (2008)', 'Michigan Library Association Thumbs Up! Award Nominee (2006)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2007)', 'Iowa High School Book Award (2008)', 'Eliot Rosewater Indiana High School Book Award (2008)', 'Lincoln Award (2008)', 'Literaturpreis der Jury der jungen Leser for Cover (2007)', 'Prix Et-lisez-moi (2008)', 'Missouri Gateway Readers Award (2008)']","[['Forks, Washington', '(United States)'], ['Phoenix, Arizona', '(United States)'], ['Washington (state)', '(United States)']]"
"https://www.goodreads.com/book/show/43641.Water_for_Elephants""",Water for Elephants,Sara Gruen,1426047,59318.0,4.0,335.0,2007,0.0,"['Fiction', 'Historical Fiction', 'Romance']","['Book Sense Book of the Year Award for Adult Fiction (2007)', 'ALA Alex Award (2007)', 'The Quill Award Nominee for General Fiction (2006)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","[['United States of America', 'Joliet, Illinois,\n1932', '(United States)'], ['Ithaca, New York,\n1932', '(United States)']]"
"https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo""","The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,2720531,69826.0,4.1,465.0,2008,1.0,"['Fiction', 'Mystery', 'Thriller']","['Barry Award for Mystery/Crime Novel Of The Decade (2010)', 'Macavity Award for Best First Mystery Novel (2009)', 'Anthony Award for Best First Novel (2009)', 'Glass Key Award (2006)', 'CWA International Dagger Nominee (2008)', 'Galaxy British Book Awards for Crime Thriller of the Year (2009)', 'Exclusive Books Boeke Prize (2008)', 'Strand Critics Award  Nominee for Best First Novel (2008)']","[['Stockholm', '(Sweden)'], ['Hedeby Island', '(Sweden)'], ['Hedestad, Stockholm', '(Sweden)'], ['…more\nSweden', '…less']]"
"https://www.goodreads.com/book/show/4214.Life_of_Pi""",Life of Pi,Yann Martel,1390618,47978.0,3.9,460.0,2006,0.0,"['Fiction', 'Fantasy', 'Classics']","['Booker Prize (2002)', 'Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2003)', 'Exclusive Books Boeke Prize (2003)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général Nominee for Fiction (2001)"", 'Lincoln Award Nominee (2005)', 'Deutscher Bücherpreis for Belletristik (2004)', 'CBC Canada Reads Nominee (2003)', 'Luisterboek Award Nominee (2015)', ""QWF (Quebec Writer's Federation) Award for Paragraphe Hugh MacLennan Prize for Fiction (2001)"", 'Asian/Pacific American Award for Literature for Adult Fiction (2003)']","[['Pacific Ocean', 'Pondicherry', '(India)'], ['Toronto, Ontario', '(Canada)'], ['…more\nTomatlan', '(Mexico)'], ['…less']]"
"https://www.goodreads.com/book/show/968.The_Da_Vinci_Code""","The Da Vinci Code (Robert Langdon, #2)",Dan Brown,2011098,48299.0,3.8,489.0,2006,1.0,"['Fiction', 'Mystery', 'Thriller']","['British Book Award for Book of the Year (2005)', 'Book Sense Book of the Year Award for Adult Fiction (2004)', ""Humo's Gouden Bladwijzer (2004)"", 'Zilveren Vingerafdruk (2004)', ""The Flume: New Hampshire Teen Reader's Choice Award (2006)"", 'Teen Buckeye Book Award (2005)', 'Iowa High School Book Award (2006)', 'Puddly Award for Fiction (2007)', 'Missouri Gateway Readers Award for Adult (2006)']","[['Paris', '(France)'], ['London, England', '(United Kingdom)'], ['France', '…more\nEngland', 'United Kingdom', '…less']]"
"https://www.goodreads.com/book/show/12232938-the-lovely-bones""",The Lovely Bones,Alice Sebold,2084184,41261.0,3.8,372.0,2006,0.0,"['Fiction', 'Mystery', 'Young Adult']","['Bram Stoker Award for Best First Novel (2002)', 'Orange Prize Nominee for Fiction Longlist (2003)', 'British Book Award for Best Read of the Year (2004)', 'Book Sense Book of the Year Award for Adult Fiction (2003)', 'California Book Award for First Fiction (Silver) (2002)', 'South Carolina Book Award for Young Adult Book Award (2005)', 'Chicago Tribune Heartland Prize for Fiction (2002)', 'Iowa High School Book Award (2005)', 'Puddly Award for Fiction (2003)', 'Eliot Rosewater Indiana High School Book Award (2005)', 'Lincoln Award Nominee (2005)', 'Missouri Gateway Readers Award (2005)']","[['Philadelphia, Pennsylvania,\n1973', '(United States)'], ['Pennsylvania,\n1973', '(United States)'], ['United States of America,\n1973']]"
"https://www.goodreads.com/book/show/6288.The_Road""",The Road,Cormac McCarthy,746617,47095.0,3.9,241.0,2006,0.0,"['Fiction', 'Science Fiction', 'Dystopia']","['Pulitzer Prize for Fiction (2007)', 'Locus Award Nominee for Best SF Novel (2007)', 'James Tait Black Memorial Prize for Fiction (2006)', 'The Quill Award for General Fiction (2007)', 'Puddly Award for Fiction (2010)', 'National Book Critics Circle Award Nominee for Fiction (2006)', 'Believer Book Award (2006)', 'Tähtivaeltaja Award (2009)', 'Cena Akademie SFFH for Kniha roku (Book of the Year) (2008)', 'Prix des libraires du Québec for Lauréats hors Québec (2009)', 'International Dublin Literary Award Nominee (2008)', 'The Rooster -- The Morning News Tournament of Books (2007)']",[['United States of America']]
"https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time""",The Curious Incident of the Dog in the Night-Time,Mark Haddon,1245253,45601.0,3.8,226.0,2004,0.0,"['Fiction', 'Mystery', 'Young Adult']","['Booker Prize Nominee for Longlist (2003)', 'James Tait Black Memorial Prize Nominee for Fiction (2003)', 'Whitbread Award for Novel and Book of the Year (2003)', ""Guardian Children's Fiction Prize (2003)"", 'McKitterick Prize (2004)', 'Los Angeles Times Book Prize for Art Seidenbaum Award for First Fiction (2003)', 'Exclusive Books Boeke Prize (2004)', 'ALA Alex Award (2004)', 'Zilveren Zoen (2004)', 'Lincoln Award Nominee (2006)', ""Commonwealth Writers' Prize for Best First Book Overall (2004)"", 'North East Teenage Book Award Nominee (2004)', 'Carnegie Medal Nominee (2003)', ""Dolly Gray Children's Literature Award (2004)"", 'Premi Protagonista Jove for Categoria 15-16 anys (2006)']","[['Swindon, England,\n1999', '(United Kingdom)'], ['London, England,\n1999', '(United Kingdom)'], ['England,\n1999']]"
"https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees""",The Secret Life of Bees,Sue Monk Kidd,1149506,31200.0,4.0,302.0,2003,0.0,"['Fiction', 'Historical Fiction', 'Young Adult']","['Orange Prize Nominee for Fiction Longlist (2002)', 'Book Sense Book of the Year Award for Paperback (2004)', 'Lincoln Award Nominee (2005)', 'Missouri Gateway Readers Award Nominee (2005)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","[['United States of America', 'South Carolina', '(United States)'], ['Tiburon, South Carolina,\n1964', '(United States)']]"
"https://www.goodreads.com/book/show/2187.Middlesex""",Middlesex,Jeffrey Eugenides,593884,23582.0,4.0,529.0,2003,0.0,"['Fiction', 'Historical Fiction', 'Contemporary']","['Pulitzer Prize for Fiction (2003)', 'James Tait Black Memorial Prize Nominee for Fiction (2003)', 'Ambassador Book Award for Fiction (2003)', 'Audie Award for Fiction, Unabridged (2003)', 'National Book Critics Circle Award Nominee for Fiction (2002)']","[['Bursa', '(Turkey)'], ['Izmir', '(Turkey)'], ['Detroit, Michigan', '(United States)'], ['…more\nBerlin', '(Germany)'], ['…less']]"
"https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set""","Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,260302,7545.0,4.7,4100.0,2007,1.0,"['Fantasy', 'Young Adult', 'Fiction']","[""Mythopoeic Fantasy Award for Children's Literature (2008)""]",
"https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper""",My Sister's Keeper,Jodi Picoult,1086374,33887.0,4.0,423.0,2005,0.0,"['Fiction', 'Contemporary', 'Chick Lit']","['Audie Award for Multi-Voiced Performance (2005)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2007)"", 'ALA Alex Award (2005)', 'Lincoln Award (2006)', 'Green Mountain Book Award (2007)', 'Missouri Gateway Readers Award Nominee (2007)']","[['United States of America', 'Providence, Rhode Island', '(United States)'], ['Rhode Island', '(United States)']]"
"https://www.goodreads.com/book/show/28187.The_Lightning_Thief""","The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,2125679,64853.0,4.2,377.0,2006,1.0,"['Fantasy', 'Young Adult', 'Mythology']","[""Young Readers' Choice Award (2008)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2011)', 'South Carolina Book Award for Junior Book Award (2008)', 'Grand Canyon Reader Award for Tween Book (2008)', 'Nene Award (2008)', ""Massachusetts Children's Book Award (2008)"", ""Pennsylvania Young Readers' Choice Award for Grades 6-8 (2008)"", 'Rhode Island Teen Book Award Nominee (2007)', 'Sunshine State Young Readers Award for Grades 6-8 (2007)', ""Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2008)"", 'Iowa Teen Award (2009)', 'Lincoln Award Nominee (2009)', 'Oklahoma Sequoyah Award for YA (2008)', ""Rebecca Caudill Young Readers' Book Award (2009)""]","[['New York City, New York', '(United States)'], ['Montauk, New York', '(United States)'], ['New Jersey', '(United States)'], ['…more\nSt. Louis, Missouri', '(United States)'], ['Las Vegas, Nevada', '(United States)'], ['Long Island, New York', '(United States)'], ['…less']]"
"https://www.goodreads.com/book/show/7445.The_Glass_Castle""",The Glass Castle,Jeannette Walls,952037,52491.0,4.2,288.0,2006,0.0,"['Nonfiction', 'Memoir', 'Biography']","['ALA Alex Award (2006)', 'Lincoln Award Nominee (2008)']","[['New York City, New York', '(United States)'], ['West Virginia', '(United States)']]"
"https://www.goodreads.com/book/show/1162543.Breaking_Dawn""","Breaking Dawn (Twilight, #4)",Stephenie Meyer,1388295,47831.0,3.7,756.0,2008,1.0,"['Young Adult', 'Fantasy', 'Romance']","[""Children's Choice Book Award for Teen Choice Book of the Year (2009)"", 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)', 'LovelyBooks Leserpreis for Romantik/Liebe/Gefühl (2009)']","[['Forks, Washington', '(United States)'], ['Washington (state)', '(United States)']]"
"https://www.goodreads.com/book/show/6867.Atonement""",Atonement,Ian McEwan,454709,17845.0,3.9,351.0,2003,0.0,"['Fiction', 'Historical Fiction', 'Romance']","['Booker Prize Nominee (2001)', 'James Tait Black Memorial Prize Nominee for Fiction (2001)', 'Whitbread Award Nominee for Novel (2001)', 'WH Smith Literary Award (2002)', 'Los Angeles Times Book Prize for Fiction (2002)', 'Exclusive Books Boeke Prize (2002)', 'National Book Critics Circle Award for Fiction (2002)', ""Commonwealth Writers' Prize for Best Book in South Asia and Europe (2002)"", 'Deutscher Bücherpreis for Internationale Belletristik (2003)', 'Premi Llibreter de narrativa Nominee (2003)', 'International Dublin Literary Award Nominee (2003)']","[['England', 'France', 'London, England', '(United Kingdom)'], ['…more\nUnited Kingdom', '…less']]"
"https://www.goodreads.com/book/show/428263.Eclipse""","Eclipse (The Twilight Saga, #3)",Stephenie Meyer,1493244,38628.0,3.7,629.0,2007,1.0,"['Young Adult', 'Fantasy', 'Romance']","['Colorado Blue Spruce Young Adult Book Award (2009)', 'Teen Buckeye Book Award (2008)']","[['Forks, Washington', '(United States)'], ['Washington (state)', '(United States)'], ['La Push, Washington', '(United States)']]"
"https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind""","The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,495818,38229.0,4.2,487.0,2005,1.0,"['Fiction', 'Historical Fiction', 'Mystery']","['Barry Award for Best First Novel (2005)', 'Gumshoe Award Nominee for Best European Crime Novel (2005)', 'Borders Original Voices Award for Fiction (2004)', 'Dilys Award Nominee (2005)', ""Humo's Gouden Bladwijzer (2006)"", 'Prix du Meilleur Livre Étranger for Roman (2004)', 'Prix des libraires du Québec for Lauréats hors Québec (2005)', 'One Book One San Diego (2015)', 'Premi Llibreter de narrativa Nominee (2002)']","[['Spain', 'Barcelona, Catalonia', '(Spain)']]"
"https://www.goodreads.com/book/show/960.Angels_Demons""","Angels & Demons (Robert Langdon, #1)",Dan Brown,2778946,29847.0,3.9,736.0,2006,1.0,"['Fiction', 'Mystery', 'Thriller']","[""Humo's Gouden Bladwijzer (2005)""]","[['Rome', '(Italy)'], ['Vatican City', '(Italy)'], ['Italy']]"
"https://www.goodreads.com/book/show/30165203-american-gods""","American Gods (American Gods, #1)",Neil Gaiman,793571,39894.0,4.1,635.0,2011,1.0,"['Fantasy', 'Fiction', 'Urban Fantasy']","['Bram Stoker Award for Best Novel (2001)', 'Hugo Award for Best Novel (2002)', 'Nebula Award for Best Novel (2002)', 'Locus Award for Best Fantasy Novel (2002)', 'International Horror Guild Award Nominee for Best Novel (2001)', 'World Fantasy Award Nominee for Best Novel (2002)', 'SFX Award for Best Novel (2002)', 'Geffen Award (2003)', 'Mythopoeic Fantasy Award Nominee for Adult Literature (2002)', 'British Science Fiction Association Award Nominee for Best Novel (2001)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger (2003)"", 'Prix Bob Morane for roman traduit (2003)', 'British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (2002)']","[['United States of America', 'Chicago, Illinois', '(United States)'], ['Chattanooga, Tennessee', '(United States)'], ['…more\nMinnesota', '(United States)'], ['Wisconsin', '(United States)'], ['Illinois', '(United States)'], ['…less']]"
"https://www.goodreads.com/book/show/49041.New_Moon""","New Moon (Twilight, #2)",Stephenie Meyer,1541159,48758.0,3.5,563.0,2006,1.0,"['Young Adult', 'Fantasy', 'Romance']","['Books I Loved Best Yearly (BILBY) Awards for Older Readers (2010)', 'South Carolina Book Award for Young Adult Book Award (2009)', ""The Flume: New Hampshire Teen Reader's Choice Award (2008)"", 'Soaring Eagle Book Award (2007)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (2009)""]","[['Forks, Washington', '(United States)'], ['La Push, Washington', '(United States)'], ['Volterra', '(Italy)'], ['…more\nWashington (state)', '(United States)'], ['…less']]"
"https://www.goodreads.com/book/show/1656001.The_Host""",The Host,Stephenie Meyer,924173,41837.0,3.8,619.0,2008,1.0,"['Young Adult', 'Science Fiction', 'Fantasy']",[],"[['Arizona', '(United States)'], [''], ['Other Editions (183)'], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], [''], ['All Editions', ' | ', 'Add a New Edition', ' | ', 'Combine']]"
"https://www.goodreads.com/book/show/256683.City_of_Bones""","City of Bones (The Mortal Instruments, #1)",Cassandra Clare,1693061,64150.0,4.0,485.0,2007,1.0,"['Young Adult', 'Paranormal', 'Romance']","['Locus Award Nominee for Best First Novel (2008)', 'Georgia Peach Book Award Nominee for Honor book (2009)', 'South Carolina Book Award Nominee for Young Adult Book Award (2010)', ""Pacific Northwest Library Association Young Reader's Choice Award (2010)"", 'Lincoln Award (2010)']","[['New York City, New York,\n2007', '(United States)']]"
"https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire""","The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,834172,34586.0,4.2,503.0,2009,1.0,"['Fiction', 'Mystery', 'Thriller']","['Anthony Award Nominee for Best Novel (2010)', 'Dilys Award Nominee (2010)', 'CWA International Dagger Nominee (2009)', 'Svenska Deckarakademins pris för bästa svenska kriminalroman (2006)', 'Goodreads Choice Award for Mystery/Thriller (2009)']","[['Stockholm', '(Sweden)'], ['Sweden']]"
"https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven""",The Five People You Meet in Heaven,Mitch Albom,599055,21499.0,3.9,196.0,2003,1.0,"['Fiction', 'Inspirational', 'Contemporary']",['Lincoln Award Nominee (2008)'],[['United States of America']]
"https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close""",Extremely Loud & Incredibly Close,Jonathan Safran Foer,390628,23602.0,3.9,326.0,2006,0.0,"['Fiction', 'Contemporary', 'Historical Fiction']","['Prix des libraires du Québec for Lauréats hors Québec (2007)', 'Luisterboek Award (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","[['New York City, New York,\n2003', '(United States)'], ['Dresden,\n1945', '(Germany)']]"
"https://www.goodreads.com/book/show/99561.Looking_for_Alaska""",Looking for Alaska,John Green,1177829,57855.0,4.0,221.0,2006,0.0,"['Young Adult', 'Fiction', 'Contemporary']","['Los Angeles Times Book Prize Nominee for Young Adult Fiction (2005)', 'Michael L. Printz Award (2006)', 'Rhode Island Teen Book Award Nominee (2007)', 'Michigan Library Association Thumbs Up! Award Nominee (2006)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2008)', 'The Inky Awards for Silver Inky (2007)', 'Lincoln Award Nominee (2009)', 'Bronzener Lufti (2007)', 'Green Mountain Book Award (2008)', 'The Inky Awards Shortlist for Silver Inky (2007)', 'Alabama Author Award for Young Adult (2006)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2014)']","[['Alabama', '(United States)']]"
